preco;iptu;condominio;metro_quadrado;quarto;banheiro;garagem;regiao;data;vendedor;descricao
225000.0;;;180.0;3.0;2.0;2.0;Fortaleza, Parque Iracema;13/04/2024;Direto com o dono;Casa à venda na rua 39, Jereissati I, Maracanaú
150000.0;;;;3.0;2.0;;Fortaleza, José de Alencar;13/04/2024;Direto com o dono;Casa
70000.0;;;;4.0;2.0;1.0;Fortaleza, José de Alencar;13/04/2024;Direto com o dono;CASA A VENDA (ACEITO OFERTAS R$)
419000.0;;;95.0;3.0;2.0;2.0;Fortaleza, Mondubim;13/04/2024;Profissional;Casa com 3 quartos à venda, 94 m² por R$ 419.000 - Maraponga - Fortaleza/CE
380000.0;;;300.0;5.0;4.0;2.0;Fortaleza, Benfica;13/04/2024;Profissional;Casa à venda, 300 m² por R$ 380.000,00 - Centro - Fortaleza/CE
2000000.0;290.0;;205.0;3.0;4.0;2.0;Fortaleza, Praia do Futuro II;13/04/2024;Profissional;Linda casa 3 suítes + gabinete com porteira fechada, pronta para morar, condomínio fechado
2700000.0;350.0;;370.0;4.0;5.0;5.0;Fortaleza, Aldeota;13/04/2024;Profissional;Linda Casa com 4 dormitórios à venda, 370 m² por R$ 2.700.000 - Aldeota - Fortaleza/CE
250000.0;;;150.0;2.0;3.0;1.0;Fortaleza, Alto da Balança;13/04/2024;Profissional;Excelente Casa Duplex , em via pública, no alto da balança disponível a venda
75000.0;;;35.0;1.0;1.0;;Fortaleza, Meireles;12/04/2024;Direto com o dono;Vendo casa no bairro da serrinha 
100000.0;;;;3.0;2.0;1.0;Fortaleza, Jangurussu;12/04/2024;Direto com o dono;Duplex a venda no são Cristóvão 
250000.0;;260.0;60.0;2.0;2.0;2.0;Fortaleza, Prefeito José Walter;12/04/2024;Profissional;Casa com 2 dormitórios à venda, 60 m² por R$ 250.000 - Passaré - Fortaleza/CE
100000.0;;;102.0;2.0;1.0;;Fortaleza, Rodolfo Teófilo;12/04/2024;Direto com o dono;Estou vendendo uma cas
200000.0;;;88.0;2.0;3.0;;Fortaleza, Jacarecanga;12/04/2024;Direto com o dono;VENDO CASA NO JACARECANGA
100000.0;;;100.0;4.0;2.0;1.0;Fortaleza, Siqueira;12/04/2024;Direto com o dono;Casa de 2°Andar
110000.0;;;;2.0;1.0;;Fortaleza, Lagoa Redonda;12/04/2024;Direto com o dono;Vendo duas casas Planalto Ayrton Senna 
210000.0;;;120.0;2.0;2.0;2.0;Fortaleza, Parangaba;12/04/2024;Profissional;Casa duplex pronta para morar no melhor da Parangaba!
300000.0;;;80.0;2.0;3.0;1.0;Fortaleza, Fátima;12/04/2024;Direto com o dono;Vila União. Ótima localização
660000.0;;900.0;141.0;3.0;3.0;4.0;Fortaleza, Sapiranga-Coité;12/04/2024;Profissional;Casa à venda, 141 m² por R$ 660.000,00 - Sapiranga - Fortaleza/CE
679900.0;;600.0;170.0;3.0;3.0;2.0;Fortaleza, Sapiranga-Coité;12/04/2024;Profissional;Casa à venda, 170 m² por R$ 679.900,00 - Sapiranga - Fortaleza/CE
290000.0;;;154.0;2.0;2.0;1.0;Fortaleza, Cidade 2000;12/04/2024;Profissional;Casa Solta com 2 quartos para venda na Cidade 2000 - CA72076
220000.0;;;75.0;2.0;2.0;2.0;Fortaleza, Prefeito José Walter;12/04/2024;Profissional;0328.Casa Duplex no Parque Montenegro II, Jose Walter
900000.0;;;370.0;3.0;3.0;5.0;Fortaleza, Messejana;12/04/2024;Profissional;Excelente Casa Duplex com 5 suítes para venda na Messejana - CA72078
580000.0;;855.0;125.0;3.0;3.0;2.0;Fortaleza, José de Alencar;12/04/2024;Profissional;Casa Duplex projetada com 3 suítes para venda no José de Alencar - CA72079
650000.0;;1200.0;125.0;3.0;3.0;2.0;Fortaleza, José de Alencar;12/04/2024;Profissional;Casa Duplex projetada com 3 suítes para venda no José de Alencar - CA72080
650000.0;;;400.0;3.0;2.0;2.0;Fortaleza, Jardim das Oliveiras;12/04/2024;Profissional;Casa solta projetada com 2 quartos para venda no Jardim das Oliveiras - CA72087
250000.0;;300.0;84.0;2.0;2.0;1.0;Fortaleza, Jangurussu;12/04/2024;Profissional;Casa projetada com 2 quartos para venda no Condomínio Parque Verde 2 - CA72081
1500000.0;2720.0;;380.0;5.0;5.0;3.0;Fortaleza, Mondubim;12/04/2024;Profissional;Duplex alto padrão na Maraponga 
699000.0;;;175.0;3.0;4.0;4.0;Fortaleza, São Bento;12/04/2024;Profissional;MARAVILHOSA IMOVEL TERREO - 03 SUITES- CIDADE VERDE- MESSEJANA- FORTALEZA -CE
176000.0;300.0;;90.0;2.0;1.0;1.0;Fortaleza, Pedras;12/04/2024;Profissional;CASA A VENDA EM PEDRAS( ANCURÍ) FINANCIA PELA CAIXA MINHA CASA MINHA VIDA , CASA EM VALOR 
700000.0;;;800.0;5.0;5.0;5.0;Fortaleza, Granja Lisboa;12/04/2024;Direto com o dono;LIndo Casarão na Granja Lisboa 
980000.0;1.0;;176.0;4.0;4.0;4.0;Fortaleza, Edson Queiroz;12/04/2024;Profissional;Linda casa em condomínio fechado com 4 suítes
95000.0;;;90.0;2.0;1.0;;Fortaleza, Manoel Sátiro;12/04/2024;Direto com o dono;CASA NA VILA MANOEL SÁTIRO 
515000.0;100.0;;86.0;3.0;3.0;2.0;Fortaleza, Maraponga;12/04/2024;Profissional;CASAS DUPLEX NA MARAPONGA  ENTRADA EM 30 MESES
290000.0;90.0;;98.0;3.0;3.0;2.0;Fortaleza, Paupina;12/04/2024;Profissional;Casa Duplex com 98m² - 3 quartos - Messejana / Paupina - Fortaleza - CE
210000.0;;;92.0;3.0;1.0;2.0;Fortaleza, Ancuri;12/04/2024;Profissional;Casa com 3 quartos sendo 2 suites - Ancuri, Fortaleza
215000.0;;;92.0;3.0;2.0;2.0;Fortaleza, Ancuri;12/04/2024;Profissional;Casa com 3 quartos sendo 2 suites - Ancuri, Fortaleza
220000.0;;;91.0;3.0;2.0;2.0;Fortaleza, Ancuri;12/04/2024;Profissional;Casa com 3 quartos sendo 1 suites - Ancuri, Fortaleza
220000.0;;;78.0;2.0;2.0;2.0;Fortaleza, Ancuri;12/04/2024;Profissional;Casa com 2 suites - Ancuri, Fortaleza
220000.0;;;79.0;3.0;2.0;1.0;Fortaleza, Ancuri;12/04/2024;Profissional;Casa com 3 quartos sendo 1 suite - Ancuri, Fortaleza
225000.0;;;91.0;3.0;2.0;2.0;Fortaleza, Ancuri;12/04/2024;Profissional;Casa em Condomínio com 3 quartos sendo 2 suite - Ancuri, Fortaleza
230000.0;;;90.0;3.0;2.0;2.0;Fortaleza, Ancuri;12/04/2024;Profissional;Casa com 3 quartos sendo 2 suite - Ancuri, Fortaleza
70000.0;;;;2.0;1.0;1.0;Fortaleza, Álvaro Weyne;20/04/2024;Direto com o dono;Vende-se uma casa no bairro Carlito Pamplona 
230000.0;;;85.0;3.0;2.0;2.0;Fortaleza, Ancuri;12/04/2024;Profissional;Casa com 3 quartos sendo 2 suite - Ancuri, Fortaleza
925000.0;2000.0;;180.0;4.0;5.0;2.0;Fortaleza, Sabiaguaba;12/04/2024;Profissional;Casa de condomínio para venda com 175 metros quadrados com 4 suites em Sabiaguaba - Fortal
2800000.0;;;220.0;4.0;5.0;3.0;Fortaleza, Praia do Futuro II;12/04/2024;Profissional;The Gardens - Casa á Venda com 4 quartos, 3 vagas, 220m² (CA0135)
279900.0;;350.0;7651.0;2.0;3.0;2.0;Fortaleza, Barroso;12/04/2024;Direto com o dono;Casa Nova no condominio Isla Village
680000.0;;1150.0;169.0;3.0;4.0;2.0;Fortaleza, Cidade dos Funcionários;12/04/2024;Profissional;Vendo casa em condomínio na Cidade dos Funcionários 
299000.0;;500.0;90.0;3.0;3.0;2.0;Fortaleza, Lagoa Redonda;12/04/2024;Direto com o dono;Duplex em condomínio na lagoa redonda por apenas R$ 299 mil!!!
130000.0;;;;2.0;1.0;1.0;Fortaleza, Parque Santa Maria;12/04/2024;Direto com o dono;Casa
200000.0;;;719.0;3.0;2.0;1.0;Fortaleza, José de Alencar;12/04/2024;Direto com o dono;casa 
130000.0;;;;1.0;2.0;;Fortaleza, Padre Andrade;12/04/2024;Direto com o dono;Venda de Casa
90000.0;100.0;;90.0;3.0;1.0;2.0;Fortaleza, Siqueira;12/04/2024;Profissional;Repasse de Lindo Dúplex/2 Varanda, com benfeitorias no Bairro Siqueira.Informações
1300000.0;3387.0;;520.0;5.0;5.0;3.0;Fortaleza, Parque Manibura;12/04/2024;Profissional;Casa para venda com 520 metros quadrados com 10 quartos em Parque Manibura - Fortaleza - C
120000.0;;;200.0;2.0;1.0;3.0;Fortaleza, Genibaú;12/04/2024;Direto com o dono;Casa
188000.0;50.0;;83.0;2.0;2.0;2.0;Fortaleza, Pedras;12/04/2024;Profissional;GE-Casa para vendacom 2 quartos em Pedras/Barrocão - Fortaleza - CE
185900.0;;;145.0;3.0;2.0;2.0;Fortaleza, Barra do Ceará;12/04/2024;Direto com o dono;casa com garagem e 3 quartos 
70000.0;;;;2.0;2.0;;Fortaleza, Siqueira;12/04/2024;Direto com o dono;Casa Altos, Não Possui Garagem.
90000.0;;;;2.0;2.0;1.0;Fortaleza, Parque Dois Irmãos;20/04/2024;Direto com o dono;Casa a venda 
78.0;;;100.0;3.0;3.0;1.0;Fortaleza, Bom Jardim;12/04/2024;Direto com o dono;Casa a venda 78$mil
75000.0;;;;2.0;1.0;;Fortaleza, Barroso;12/04/2024;Direto com o dono;Vendo casa
680000.0;;;283.0;4.0;4.0;2.0;Fortaleza, Bom Futuro;12/04/2024;Profissional;Casa à venda por R$ 680.000,00 - Montese - Fortaleza/CE
99000.0;;;78.0;3.0;2.0;1.0;Fortaleza, São Bento;12/04/2024;Direto com o dono;Chave Repasse R$ 99.000 Eusébio e Messejana Já financiada 
645000.0;;;307.0;3.0;4.0;;Fortaleza, Fátima;12/04/2024;Profissional;Casa Bairro de Fatima
;;;;2.0;2.0;;Fortaleza, Manuel Dias Branco;12/04/2024;Direto com o dono;? casa a venda ? motivo missão 
;;;;2.0;2.0;1.0;Fortaleza, Parque Dois Irmãos;20/04/2024;Direto com o dono;Casa pra vender 
920000.0;1.0;;260.0;3.0;3.0;5.0;Fortaleza, São Gerardo;12/04/2024;Profissional;Casa com 3 dormitórios à venda, 260 m² por R$ 920.000,00 - São Gerardo - Fortaleza/CE
2800000.0;;;220.0;4.0;5.0;;Fortaleza, Praia do Futuro II;12/04/2024;Profissional;The Gardens - Casa á Venda com 4 quartos, 3 vagas, 220m² (CA0135)
300000.0;;;;3.0;3.0;3.0;Fortaleza, Monte Castelo;12/04/2024;Direto com o dono;VENDE-SE ESSA CASA ?
350000.0;;;100.0;4.0;4.0;2.0;Fortaleza, Conjunto Ceará II;11/04/2024;Profissional;Casa com 4 quartos à venda, 100 m² por R$ 350.000 - Conjunto Ceará - Fortaleza/CE
270000.0;;;120.0;3.0;3.0;2.0;Fortaleza, Lagoa Redonda;11/04/2024;Profissional;Casa duplex com 03 quartos sendo 02 suítes à venda no bairro Lagoa Redonda.
450000.0;;;100.0;3.0;3.0;2.0;Fortaleza, Messejana;11/04/2024;Profissional;Casa plana na Messejana
2480000.0;;;552.0;4.0;5.0;5.0;Fortaleza, Messejana;11/04/2024;Profissional;Casa de novela a venda em Messejana
749000.0;;750.0;200.0;3.0;5.0;;Fortaleza, Sapiranga-Coité;11/04/2024;Profissional;Casa duplex com 03 suítes à venda no bairro Edson Queiroz.
379000.0;;300.0;200.0;3.0;2.0;2.0;Fortaleza, João XXIII;11/04/2024;Profissional;Casa em Condomínio para Venda em Fortaleza, Henrique Jorge, 3 dormitórios, 1 suíte, 2 banh
159900.0;;;100.0;2.0;2.0;2.0;Fortaleza, Prefeito José Walter;11/04/2024;Direto com o dono;Lindo duplex no loteamento parque Monte negro 2
400000.0;1.0;;100.0;3.0;3.0;2.0;Fortaleza, Mondubim;11/04/2024;Profissional;Duplex de Luxo Á Venda no Bairro Maraponga  Cartier, Com 03 Quartos, Porcelanato e 02 Vaga
310000.0;1.0;;114.0;3.0;2.0;1.0;Fortaleza, Mondubim;11/04/2024;Profissional;Duplex na Av. Coletora A, Bairro Mondubim Com 03 Quartos, 03 Banheiros, Porcelanato e Vara
620000.0;;800.0;120.0;4.0;4.0;2.0;Fortaleza, Edson Queiroz;11/04/2024;Profissional;Casa Duplex em condomínio 4 quartos
449999.0;100.0;;93.0;3.0;3.0;5.0;Fortaleza, Coaçu;11/04/2024;Profissional;CASA DUPLEX DE ESQUINA NO EUSÉBIO  R$ 449,900.00 RUA PRIVATIVA
200000.0;;;127.0;2.0;3.0;1.0;Fortaleza, Henrique Jorge;11/04/2024;Profissional;Casa para venda possui 127 metros em Henrique Jorge - Fortaleza - CE
140000.0;;;;4.0;;;Fortaleza, Passaré;11/04/2024;Direto com o dono;Vendo 02 apartamentos 
419999.0;100.0;;92.0;3.0;3.0;4.0;Fortaleza, Coaçu;11/04/2024;Profissional;CASAS DUPLEX NO EUSÉBIO  R$ 419,900.00 - Contato   Pronta para morar! Excelente
405000.0;;;118.0;3.0;3.0;3.0;Fortaleza, São Bento;11/04/2024;Profissional;Casa Plana-Alto Padrão
135.0;;;;2.0;2.0;2.0;Fortaleza, Serrinha;11/04/2024;Direto com o dono;Vendo está casa castanhal PA
445000.0;;;110.0;3.0;2.0;3.0;Fortaleza, Messejana;11/04/2024;Profissional;Casa Plana, 3 quartos no CAMBEBA
130000.0;;;;5.0;3.0;1.0;Fortaleza, Cristo Redentor;11/04/2024;Direto com o dono;Casa triplex 
168000.0;;;74.0;3.0;2.0;2.0;Fortaleza, Barra do Ceará;11/04/2024;Direto com o dono;CASA DUPLEX À VENDA!
;;;;2.0;1.0;;Fortaleza, Jangurussu;11/04/2024;Direto com o dono;Vendo apartamentos 
470000.0;;;110.0;3.0;4.0;1.0;Fortaleza, Sapiranga;11/04/2024;Profissional;Casa Plana de Alto Padrão com 3 suites - Sapiranga
70000.0;;;;1.0;1.0;;Fortaleza, Olavo Oliveira;11/04/2024;Direto com o dono;Vende-se esta casa 70.mil
25000.0;;;;1.0;;;Fortaleza, Jangurussu;11/04/2024;Direto com o dono;Leia ?
400000.0;;;450.0;5.0;5.0;;Fortaleza, Manoel Sátiro;19/04/2024;Direto com o dono;4 casa com 2 ponto comercial 
630000.0;120.0;;350.0;3.0;2.0;3.0;Fortaleza, Aldeota;11/04/2024;Profissional;Casa Plana. Próximo Ginásio Paulo Sarasate. Frente 10,50. Fundos 27.
3500000.0;1600.0;;530.0;5.0;5.0;5.0;Fortaleza, Parque Manibura;11/04/2024;Direto com o dono;Complexo de 4 casas a venda no Parque Manibura
95000000.0;;;;2.0;2.0;1.0;Fortaleza, Floresta;11/04/2024;Direto com o dono;Vende-se uma casa duplex
360000.0;;;110.0;3.0;2.0;2.0;Fortaleza, Parangaba;11/04/2024;Direto com o dono;Casa duplex na Parangaba 
50.0;;;;3.0;1.0;;Fortaleza, Jangurussu;11/04/2024;Direto com o dono;Casa com 3 quartos 
55000.0;;;;1.0;1.0;1.0;Fortaleza, Vicente Pinzon;11/04/2024;Direto com o dono;Casa no Trairi 
699000.0;1650.0;;210.0;4.0;4.0;4.0;Fortaleza, Engenheiro Luciano Cavalcante;11/04/2024;Profissional;Quer uma casa  duplex 4 quartos com preço baixo. Encontrou no bairro Luciano Cavalcante
390000.0;;;;3.0;3.0;3.0;Fortaleza, São Bento;11/04/2024;Profissional;Excelente casa com piscina no loteamento cidade verde
190000.0;;;;3.0;1.0;1.0;Fortaleza, Vicente Pinzon;11/04/2024;Direto com o dono;Vende se casa Vicente pinzon  somente pra venda
190000.0;;380.0;67.0;2.0;2.0;2.0;Fortaleza, Lagoa Redonda;11/04/2024;Profissional;Casa conjugada para venda com 67 m² com 2 quartos na Lagoa Redonda
550000.0;;;520.0;4.0;4.0;2.0;Fortaleza, Henrique Jorge;11/04/2024;Direto com o dono;Excelente casa no Jockey Club
490000.0;;1.0;120.0;2.0;3.0;2.0;Fortaleza, Mondubim;11/04/2024;Profissional;CD 031, Maraponga, Casa duplex com 02 suítes, deck, 02 vagas de garagem
450000.0;;;310.0;4.0;3.0;4.0;Fortaleza, Itaperi;11/04/2024;Profissional;CP 030, Itaperi, Casa plana com 04 quartos, 03 banheiros, 04 vagas de garagem
65000.0;100.0;;60.0;2.0;2.0;2.0;Fortaleza, Siqueira;11/04/2024;Profissional;Casa Duplex para repasse no Siqueira - Localização privilegiada
470000.0;;;120.0;3.0;3.0;3.0;Fortaleza, Edson Queiroz;11/04/2024;Profissional;Edson Queiroz - Casa Plana de 120,00m² com 03 Suítes e 02 Vagas
350000.0;984.0;;115.0;3.0;3.0;2.0;Fortaleza, Guajeru;11/04/2024;Profissional;Messejana - Casa Duplex de 114,72m² com 03 Quartos e 02 Vagas
265000.0;1.0;;60.0;2.0;2.0;2.0;Fortaleza, Lagoa Redonda;11/04/2024;Profissional;Casa 60m2 com 2 quartos em Lagoa Redonda - Fortaleza - CE
395000.0;1.0;;110.0;3.0;3.0;2.0;Fortaleza, Parque Manibura;11/04/2024;Profissional;Casa 110m2 com 3 quartos em Cidade dos Funcionários - Fortaleza - CE
501000.0;;;157.0;3.0;2.0;1.0;Fortaleza, Cambeba;11/04/2024;Direto com o dono;Imóvel 
3200000.0;;;745.0;5.0;3.0;5.0;Fortaleza, Paupina;11/04/2024;Profissional;Casa para venda tem 745 metros quadrados com 8 quartos em Paupina - Fortaleza - CE
30000.0;;;;1.0;1.0;1.0;Fortaleza, Parque Presidente Vargas;11/04/2024;Direto com o dono;Vende-se uma casa em construção no bairro Presidente Vargas 
250000.0;;;175.0;1.0;1.0;;Fortaleza, Carlito Pamplona;11/04/2024;Direto com o dono;Vendo 4 Casa 2 altos 2 térreo todas revestidas em cerâmica 
599000.0;;;180.0;3.0;4.0;;Fortaleza, Messejana;11/04/2024;Profissional;Casa à venda, 180 m² por R$ 599.000,00 - Messejana - Fortaleza/CE
795000.0;2240.0;;200.0;4.0;4.0;3.0;Fortaleza, Sapiranga-Coité;11/04/2024;Profissional;Casa com 4 suítes à venda, 200 m² - Cambeba - Fortaleza/CE
230000.0;;;80.0;3.0;2.0;3.0;Fortaleza, Siqueira;11/04/2024;Profissional;Casa com 3 dormitórios à venda, 80 m² por R$ 230.000,00 - Siqueira - Fortaleza/CE
420000.0;1.0;;108.0;3.0;3.0;3.0;Fortaleza, Parque Manibura;11/04/2024;Profissional;Casa à venda no bairro Parque Manibura - Fortaleza/CE
32000.0;;;36.0;1.0;1.0;;Fortaleza, Canindezinho;11/04/2024;Direto com o dono;Casa rua Paranaguá 
338000.0;100.0;;99.0;3.0;1.0;3.0;Fortaleza, Sabiaguaba;11/04/2024;Profissional;Casa para venda tem 99 metros quadrados com 3 quartos em Sabiaguaba - Fortaleza - CE
2100000.0;1.0;;220.0;4.0;2.0;3.0;Fortaleza, Parquelândia;10/04/2024;Profissional;Casa disponível a venda no bairro Parquelândia
1150000.0;;;600.0;3.0;4.0;5.0;Fortaleza, José de Alencar;10/04/2024;Profissional;Casa com 3 dormitórios à venda, 600 m² por R$ 1.150.000 - José de Alencar - Fortaleza/CE
350000.0;1.0;;200.0;3.0;3.0;2.0;Fortaleza, Passaré;10/04/2024;Profissional;Casa para Venda em Fortaleza, Passarè, 3 dormitórios, 1 suíte, 3 banheiros, 2 vagas
430000.0;718.0;;140.0;4.0;2.0;4.0;Fortaleza, José de Alencar;10/04/2024;Profissional;Casa duplex com 04 quartos sendo 01 suíte à venda no bairro José de Alencar.
580000.0;;;175.0;3.0;4.0;4.0;Fortaleza, Sapiranga-Coité;10/04/2024;Profissional;Sapiranga - Casa Plana 175,00m² com 03 Suítes e 04 Vagas
75000.0;;;100.0;2.0;1.0;1.0;Fortaleza, Granja Lisboa;10/04/2024;Direto com o dono;Casa no Dom Lustosa 
274000.0;50.0;;75.0;3.0;2.0;3.0;Fortaleza, Lagoa Redonda;10/04/2024;Profissional;CASAS PLANAS LINDAS NO EUSÉBIO
65000.0;;;;3.0;2.0;;Fortaleza, Conjunto Palmeiras;10/04/2024;Direto com o dono;Casa pra vender 
460000.0;200.0;;107.0;3.0;3.0;3.0;Fortaleza, Parque Santa Maria;10/04/2024;Profissional;CASAS PLANAS EM MESSEJANA
4200.0;;;700.0;1.0;2.0;;Fortaleza, Aeroporto;10/04/2024;Direto com o dono;Galpão duplex Vila União locação
76500.0;;;;2.0;1.0;1.0;Fortaleza, Demócrito Rocha;10/04/2024;Direto com o dono;Casa 
;;;75.0;1.0;1.0;1.0;Fortaleza, Siqueira;10/04/2024;Direto com o dono;Vendo casa no siqueira.rua travessa campinense 82.
150000.0;;;;1.0;2.0;1.0;Fortaleza, Jardim América;10/04/2024;Direto com o dono;Casa
80000.0;;;45.0;1.0;;;Fortaleza, Bom Futuro;10/04/2024;Direto com o dono;Casa no Montese
389000.0;100.0;;94.0;3.0;3.0;4.0;Fortaleza, Jardim Cearense;10/04/2024;Profissional;CASAS DÚPLEX NA MARAPONGA
1600000.0;250.0;;250.0;4.0;4.0;3.0;Fortaleza, Maraponga;10/04/2024;Profissional;Casa de condomínio para venda tem 250 metros quadrados com 4 quartos em Maraponga - Fortal
295000.0;;;180.0;4.0;2.0;2.0;Fortaleza, Padre Andrade;10/04/2024;Profissional;Vendo Casa Duplex no Bairro Padre Andrade
550000.0;;;216.0;5.0;5.0;1.0;Fortaleza, Parangaba;10/04/2024;Profissional;CASA COM 4 QUARTOS MAIS DEPENDÊNCIA COMPLETA - PARANGABA
650000.0;720.0;;184.0;3.0;2.0;5.0;Fortaleza, Pici;10/04/2024;Profissional;Casa com 3 quartos à venda no Bairro do Pici
530000.0;;;320.0;5.0;5.0;4.0;Fortaleza, Conjunto Esperança;10/04/2024;Profissional;Excelente sobrado em perfeita condições de uso, localizado no bairro Conj. Esperança.
330000.0;;;152.0;5.0;3.0;1.0;Fortaleza, Vila Peri;10/04/2024;Profissional;Imóvel próprio para investimento.
30.0;;;8.0;;2.0;;Fortaleza, Cais do Porto;10/04/2024;Direto com o dono;Venda 
450000.0;;;183.0;4.0;4.0;4.0;Fortaleza, Cidade dos Funcionários;10/04/2024;Profissional;0327.Casa Plana na Cidade dos Funcionarios, 4qtos, 3vgs
200000.0;;;;2.0;2.0;1.0;Fortaleza, Genibaú;18/04/2024;Direto com o dono;Casa  
1350000.0;;;465.0;4.0;5.0;5.0;Fortaleza, Parquelândia;10/04/2024;Profissional;CASA DUPLEX NA MELHOR LOCALIZAÇÃO DA PARQUELANDIA
230000.0;;;67.0;2.0;2.0;1.0;Fortaleza, Parque Santa Maria;10/04/2024;Profissional;Casa em Condomínio com 2 quartos sendo 1 suite - Parque Santa Maria, Fortaleza
239000.0;;;97.0;3.0;3.0;2.0;Fortaleza, Pedras;10/04/2024;Profissional;Casa com 3 quartos sendo 2 suite - Ancuri, Fortaleza
239000.0;;;75.0;3.0;2.0;2.0;Fortaleza, Pedras;10/04/2024;Profissional;Casa com 3 suite - Ancuri, Fortaleza
150000.0;;;90.0;2.0;2.0;;Fortaleza, Parquelândia;10/04/2024;Direto com o dono;Casa
280000.0;250.0;;96.0;2.0;2.0;3.0;Fortaleza, Jangurussu;10/04/2024;Profissional;Casa a venda na Messejana!
450000.0;;;416.0;3.0;2.0;3.0;Fortaleza, Cidade dos Funcionários;10/04/2024;Profissional;Venda de casa 416m² na Cidade dos Funcionários
100000.0;;;;2.0;2.0;1.0;Fortaleza, Parque Santa Maria;10/04/2024;Direto com o dono;Vendo uma casa no bairro Santa Maria
270000.0;;;94.0;3.0;2.0;2.0;Fortaleza, Ancuri;10/04/2024;Profissional;Casa com 3 suites - Ancuri, Fortaleza
285000.0;;;90.0;3.0;2.0;2.0;Fortaleza, Ancuri;10/04/2024;Profissional;Casa Plana com 3 quartos sendo 2 suites - Ancuri, Fortaleza
310000.0;;;116.0;3.0;3.0;2.0;Fortaleza, Pedras;10/04/2024;Profissional;Casa Duplex com 3 quartos sendo 1 suites - Pedras, Fortaleza
320000.0;;;100.0;3.0;3.0;2.0;Fortaleza, Ancuri;10/04/2024;Profissional;Casa Duplex com 3 quartos sendo 1 suites - Ancuri, Fortaleza
399000.0;;;112.0;3.0;3.0;5.0;Fortaleza, Messejana;10/04/2024;Profissional;Casa com 3 suites - Messejana, Fortaleza
405000.0;;;135.0;3.0;3.0;2.0;Fortaleza, São Bento;10/04/2024;Profissional;Casa Plana com 3 suites - São Bento, Fortaleza
480000.0;;;107.0;3.0;3.0;2.0;Fortaleza, Messejana;10/04/2024;Profissional;Casa com 3 suites - Messejana, Fortaleza
550000.0;;;143.0;4.0;5.0;2.0;Fortaleza, Sapiranga;10/04/2024;Profissional;Casa com 4 suites - Sapiranga, Fortaleza
559000.0;;;121.0;3.0;4.0;4.0;Fortaleza, Sapiranga;10/04/2024;Profissional;Casa Duplex com 3 suites - Sapiranga, Fortaleza
900000.0;100.0;;240.0;3.0;;3.0;Fortaleza, Jardim Cearense;10/04/2024;Direto com o dono;Duplex 240m2 
60000.0;;;35.0;2.0;2.0;1.0;Fortaleza, Jardim Iracema;10/04/2024;Direto com o dono;Imóvel venda 
460000.0;;;250.0;4.0;3.0;3.0;Fortaleza, Parangaba;10/04/2024;Profissional;CASA PARA VENDA TEM 250 METROS QUADRADOS.
;;;50.0;2.0;1.0;;Fortaleza, Engenheiro Luciano Cavalcante;10/04/2024;Direto com o dono;Venda de casa 
100000.0;;;88.0;2.0;2.0;1.0;Fortaleza, Montese;10/04/2024;Direto com o dono;VENDO CASA NA GRANJA PORTUGAL 
318000.0;850.0;;117.0;4.0;4.0;2.0;Fortaleza, Lagoa Redonda;10/04/2024;Profissional;Oportunidade. Casa com 4 quartos no melhor da Lagoa Redonda!
550000.0;;265.0;230.0;3.0;3.0;3.0;Fortaleza, Passaré;10/04/2024;Profissional;Casa Duplex em condomínio com 230 m² com 3 suítes no Passaré
2500000.0;;;650.0;4.0;5.0;4.0;Fortaleza, Messejana;10/04/2024;Profissional;Casa para venda possui 650 metros quadrados com 4 quartos em Messejana - Fortaleza - CE
150000.0;;;;3.0;2.0;;Fortaleza, Lagoa Redonda;10/04/2024;Direto com o dono;Casa en aquira muito boa próximo a anbev 
599900.0;;;123.0;3.0;3.0;3.0;Fortaleza, Edson Queiroz;10/04/2024;Profissional;Imperdível! Duplex No Edson Queiroz, 3 Suítes, Fino Acabamento, Excelente Localização.
620000.0;;;150.0;4.0;4.0;2.0;Fortaleza, Sapiranga-Coité;10/04/2024;Profissional;Casa duplex 4 suítes excelente
165000.0;;70.0;100.0;2.0;1.0;1.0;Fortaleza, Passaré;10/04/2024;Direto com o dono;Casa Em Condomínio Fechado No Passaré 
639000.0;;;198.0;4.0;5.0;2.0;Fortaleza, Sabiaguaba;10/04/2024;Profissional;Casa à venda de 198m² com 4 suítes por R$ 639.000,00 no Centro do Eusébio/CE
470000.0;;;200.0;5.0;4.0;2.0;Fortaleza, Papicu;10/04/2024;Profissional;Casa à venda, 200 m² por R$ 470.000,00 - Papicu - Fortaleza/CE
235000.0;;;100.0;2.0;2.0;1.0;Fortaleza, João XXIII;10/04/2024;Profissional;Casa com 2 dormitórios à venda, 100 m² por R$ 235.000,00 - João Xxiii - Fortaleza/CE
25000.0;;;;1.0;1.0;;Fortaleza, Conjunto Palmeiras;10/04/2024;Direto com o dono;Casa
310000.0;;688.0;96.0;3.0;3.0;2.0;Fortaleza, Lagoa Redonda;10/04/2024;Profissional;Casa com 3 dormitórios à venda, 95 m² por R$ 310.000,00 - Lagoa Redonda - Fortaleza/CE
350000.0;200.0;;150.0;5.0;3.0;3.0;Fortaleza, Coaçu;10/04/2024;Profissional;Ampla casa no Parque Dois Irmãos
