preco;iptu;condominio;metro_quadrado;quarto;banheiro;garagem;regiao;data;vendedor;descricao
550000.0;;;140.0;3.0;3.0;2.0;;01/07/2024;Profissional;Casa Duplex Carlito Pamplona
440000.0;850.0;;180.0;3.0;3.0;2.0;;01/07/2024;Profissional;Excelente dúplex com três suítes 
187564.0;;;187.0;3.0;2.0;2.0;;01/07/2024;Direto com o dono;Casa a venda na Barra do ceara 
250000.0;1.0;;10250.0;2.0;2.0;5.0;;01/07/2024;Direto com o dono;Guaramiranga 
60000.0;;;50.0;2.0;1.0;1.0;;01/07/2024;Direto com o dono;CASA NO MONTESE FALTA SÓ O ACABAMENTO 
30000.0;;;;1.0;1.0;;;01/07/2024;Direto com o dono;Vendo casa na praia do futuro 
650000.0;1153.0;;114.0;4.0;2.0;5.0;;01/07/2024;Profissional;Casa com 4 dormitórios à venda, 114 m² por R$ 650.000,00 - Cidade dos Funcionários - Forta
650000.0;975.0;;220.0;2.0;1.0;4.0;;01/07/2024;Profissional;Casa com 2 dormitórios à venda, 220 m² por R$ 650.000,00 - Sapiranga - Fortaleza/CE
260000.0;1.0;;100.0;2.0;1.0;1.0;;01/07/2024;Profissional;Casa com 2 dormitórios à venda, 100 m² por R$ 260.000,00 - Jardim das Oliveiras - Fortalez
639900.0;;;123.0;3.0;1.0;2.0;;01/07/2024;Profissional;Casa com 3 dormitórios à venda, 123 m² por R$ 639.900,00 - Edson Queiroz - Fortaleza/CE
130000.0;;;;2.0;2.0;1.0;;01/07/2024;Direto com o dono;CASA SOMENTE VENDA NO ARATURI CAUCAIA 
290000.0;;;161.0;3.0;2.0;1.0;;30/06/2024;Direto com o dono;Vendo casa Montese 
440000.0;1.0;;356.0;4.0;3.0;2.0;;30/06/2024;Direto com o dono;Excelente casa duplex a 300 metros do Carneiro do Ordones. 
85000.0;;;70.0;2.0;1.0;;;30/06/2024;Direto com o dono;Casa no Presidente Kennedy
140000.0;;;85.0;3.0;3.0;;;30/06/2024;Direto com o dono;Casa à venda 
190000.0;;;90.0;3.0;2.0;2.0;;30/06/2024;Profissional;SI: Casa para venda com 3 quartos pelo Minha Casa Minha Vida, próximo a Messejana
235000.0;;;90.0;3.0;2.0;2.0;;30/06/2024;Profissional;SI: Casa com 3 quartos no bairro Pedras, próximo a Messejana, com supermercado e tudo pert
170000.0;;;79.0;2.0;2.0;2.0;;30/06/2024;Profissional;SI: Sinal a partir de R$ 1 mil, casa para venda pelo Minha Casa Minha Vida próximo a Messe
235000.0;;;68050.0;2.0;2.0;2.0;;30/06/2024;Direto com o dono;Casa dúplex 
210088.0;;;120.0;2.0;1.0;1.0;;30/06/2024;Direto com o dono;Casa a venda em itaperi 123m com 2 Quartos 
45000.0;;;23.0;2.0;1.0;1.0;;30/06/2024;Direto com o dono;Vende ou troca
80.0;;;;1.0;1.0;1.0;;30/06/2024;Direto com o dono;Vendo ema casa em Teresina Piauí preço 80 mil
250000.0;;;;4.0;4.0;4.0;;30/06/2024;Direto com o dono;Vendo ou Troco casa
110000.0;;;;2.0;2.0;1.0;;30/06/2024;Direto com o dono;Casa 2 quartos no bairro novo Mondubim 
220000.0;;;140.0;2.0;1.0;1.0;;30/06/2024;Direto com o dono;Casa 4mt x 35mts 
82000.0;;;;1.0;1.0;;;30/06/2024;Direto com o dono;Vende-se uma casa na avenida do canal , São João do Tatuapé N° 115.
50.0;;;;3.0;2.0;;;30/06/2024;Direto com o dono;Casa 
420000.0;;;100.0;3.0;3.0;2.0;;30/06/2024;Direto com o dono;Vendo Casa 
820000.0;;;150.0;3.0;4.0;4.0;;30/06/2024;Profissional;Imóvel para venda tem 150 metros quadrados com 3 quartos em Joaquim Távora - Fortaleza - C
4600100.0;2000.0;;328.0;4.0;4.0;4.0;;30/06/2024;Profissional;Imóvel para venda com 328 metros quadrados com 4 quartos em De Lourdes - Fortaleza - CE
4600000.0;2900.0;;328.0;4.0;5.0;5.0;;30/06/2024;Profissional;Imóvel para venda com 328 metros quadrados com 4 quartos em De Lourdes - Fortaleza - CE
4600000.0;2000.0;;328.0;4.0;5.0;4.0;;30/06/2024;Profissional;Imóvel para venda tem 328 metros quadrados com 4 quartos em De Lourdes - Fortaleza - CE
579590.0;1015.0;;166.0;4.0;5.0;2.0;;30/06/2024;Profissional;Casa de condomínio em Rua Rafael Tobias - José de Alencar - Fortaleza/CE
789320.0;2504.0;;360.0;5.0;5.0;5.0;;30/06/2024;Profissional;Casa em Rua Pedro Adriano - Lagoa Redonda - Fortaleza/CE
529700.0;548.0;;123.0;3.0;4.0;4.0;;30/06/2024;Profissional;Casa em Rua Doutor Itamar Espíndola - Sapiranga-Coité - Fortaleza/CE
3700000.0;2500.0;;370.0;5.0;5.0;3.0;;30/06/2024;Profissional;Imóvel para venda com 370 metros quadrados com 5 quartos em De Lourdes - Fortaleza - CE
230000.0;;220.0;70.0;3.0;2.0;2.0;;30/06/2024;Direto com o dono;CASA EM CONDOMÍNIO FECHADO 
790000.0;;;370.0;3.0;4.0;;;30/06/2024;Profissional;Ampla Casa no Bairro Cocó
230000.0;;;;3.0;3.0;1.0;;30/06/2024;Direto com o dono;VENDE-SE ESTA CASA 
34499.0;;;;1.0;;;;29/06/2024;Direto com o dono;Casa com terreno para construir.
250000.0;900.0;;92.0;3.0;2.0;2.0;;29/06/2024;Direto com o dono;Casa terrea - Bairro Lagoa Redonda
300000.0;;;165.0;1.0;1.0;;;29/06/2024;Direto com o dono;Vendo terreno - Bairro de Fátima - CE 
50000.0;;;;4.0;2.0;;;29/06/2024;Direto com o dono;Vendo Casa Duplex
80000.0;;;98.0;2.0;1.0;;;29/06/2024;Direto com o dono;Casa Multifamiliar Maraponga - FONE: 9. *
650000.0;;;212.0;5.0;5.0;2.0;;29/06/2024;Profissional;0333.Casa Duplex prox ao Faria Brito com 7 quartos
140000.0;;;235.0;3.0;1.0;1.0;;29/06/2024;Direto com o dono;Casa com piscina 
420000.0;700.0;;140.0;3.0;3.0;3.0;;29/06/2024;Profissional;Imóvel para venda com 140 metros quadrados com 3 quartos em Vicente Pinzon - Fortaleza - C
405000.0;;;112.0;3.0;3.0;;;29/06/2024;Profissional;Casa com 3 suítes à venda no São Bento - Fortaleza/CE
3500000.0;14000.0;;250.0;3.0;3.0;;;29/06/2024;Profissional;Casa com 3 dormitórios à venda, 250 m² por R$ 3.500.000,00 - Aldeota - Fortaleza/CE
850000.0;;;3000.0;5.0;5.0;5.0;;29/06/2024;Direto com o dono;Casa a venda na Caponga / Águas Belas 
220000.0;;;58.0;2.0;1.0;;;29/06/2024;Profissional;Casa com 2 quartos no bairro Montese - Fortaleza/CE
380000.0;;;140.0;4.0;2.0;2.0;;29/06/2024;Profissional;Casa próximo a Bezerra de Menezes por R$380.000,00
530000.0;;;726.0;5.0;5.0;5.0;;29/06/2024;Direto com o dono;Casa triplex no Conjunto ceará 11x22  rua 511
690000.0;;;200.0;3.0;4.0;2.0;;29/06/2024;Profissional;Duplex à venda de 190m² com 3 suítes por R$ 690.000,00 no São Bento - Fortaleza/CE
180000.0;;;180.0;2.0;1.0;1.0;;29/06/2024;Direto com o dono;Casa na Messejana 
80000.0;;;70.0;2.0;2.0;2.0;;29/06/2024;Profissional;Repasse linda casa no passare, toda nova com prestação 
420000.0;;;250.0;3.0;4.0;3.0;;29/06/2024;Profissional;Casa plana com 3 quartos sendo 2 suítes - 250m² - Coaçu
677000.0;;;166.0;5.0;5.0;4.0;;29/06/2024;Profissional;CASA NO BAIRRO LUCIANO CAVALCANTE , NA RUA ALOISYO BORBA
920000.0;1950.0;;374.0;4.0;5.0;5.0;;29/06/2024;Profissional;Casa Duplex no Parque Manibura
850000.0;;;136.0;4.0;5.0;4.0;;29/06/2024;Direto com o dono;Venda casa duplex no Eusebio-Ce
420000.0;;;120.0;3.0;2.0;2.0;;29/06/2024;Profissional;Casa com 3 dormitórios à venda, 120 m² por R$ 420.000,00 - Maporanga - Fortaleza/CE
1.0;;;;1.0;1.0;1.0;;29/06/2024;Direto com o dono;Casa na Granja Portugal 
280000.0;;;;5.0;4.0;1.0;;29/06/2024;Direto com o dono;Vendo 3 casas na Aerolândia 
350000.0;;;;3.0;3.0;2.0;;29/06/2024;Direto com o dono;DUPLEX NA AV. CONEGO DE CASTRO
680000.0;101.0;;180.0;4.0;4.0;3.0;;29/06/2024;Profissional;Casa com 4 dormitórios à venda, 180 m² por R$ 680.000,00 - Maraponga - Fortaleza/CE
425000.0;;;120.0;3.0;3.0;2.0;;29/06/2024;Profissional;Cartier Maraponga
800000.0;;;150.0;3.0;2.0;2.0;;29/06/2024;Profissional;Casa com 3 dormitórios à venda, 150 m² por R$ 800.000 - Padre Andrade - Fortaleza/CE
350000.0;553.0;;120.0;3.0;3.0;1.0;;29/06/2024;Profissional;Casa com 3 dormitórios à venda, 119 m² por R$ 350.000 - Aldeota - Fortaleza/CE
530000.0;1.0;;140.0;4.0;3.0;3.0;;29/06/2024;Profissional;Casa com 4 dormitórios à venda, 140 m² por R$ 530.000 - Sapiranga - Fortaleza/CE
660000.0;;100.0;188.0;4.0;4.0;4.0;;29/06/2024;Profissional;Casa com 4 dormitórios à venda, 188 m² por R$ 660.000 - Sapiranga - Fortaleza/CE
650000.0;;;254.0;5.0;5.0;;;29/06/2024;Profissional;Casa com 5 dormitórios à venda, 254 m² por R$ 650.000,00 - Sapiranga - Fortaleza/CE
520000.0;;;436.0;4.0;5.0;5.0;;29/06/2024;Profissional;Casa com 4 dormitórios à venda, 436 m² por R$ 520.000,00 - Sabiaguaba - Fortaleza/CE
750000.0;1380.0;;174.0;1.0;2.0;3.0;;29/06/2024;Profissional;CASA NO BAIRRO DE FÁTIMA COM 1 SUÍTE (COM PROJETO PARA FAZER MAIS 2 SUÍTES COM CLOSET NO P
145080.0;;;133.0;3.0;3.0;;;29/06/2024;Profissional;Casa na Vila Peri em Fortaleza/CE
460000.0;;;120.0;3.0;2.0;1.0;;29/06/2024;Profissional;Duplex com 3 dormitórios, 120m² à venda no José Bonifácio - Fortaleza /CE
510384.0;;;321.0;2.0;1.0;;;29/06/2024;Profissional;Casa no Cambeba - Fortaleza/CE
900000.0;1.0;;311.0;5.0;5.0;4.0;;29/06/2024;Profissional;Exelente Casa proximo ao Papicu disponível a venda
570000.0;;;160.0;3.0;4.0;3.0;;29/06/2024;Profissional;Casa à venda no Parque Iracema, com 3 quartos, 160m², R$570.000, ao lado do Super do Povo
1200000.0;;;460.0;4.0;5.0;5.0;;29/06/2024;Profissional;Casa a venda no Parque Manibura com 4 suítes TR174003 MKT - 1LH4TB6
620000.0;;;178.0;3.0;4.0;3.0;;29/06/2024;Profissional;Vedo ou Alugo casa no Lago jacarey, rua Máximo Linhares casa com sistema de câmera e semi 
1100000.0;2239.0;;240.0;4.0;5.0;3.0;;29/06/2024;Profissional;Ampla Casa no Condomínio Maison Blanc
1650000.0;;;220.0;1.0;2.0;1.0;;29/06/2024;Profissional;Casa Comercial a venda no Cocó TR98640 MKT - 1HAATB6
750000.0;;;300.0;5.0;5.0;3.0;;29/06/2024;Profissional;Oportunidae! Casa duplex na praia de iracema de frente para o nascente
350000.0;;;200.0;3.0;3.0;2.0;;29/06/2024;Profissional;Excelente Casa com 3 quartos/1 suíte em Presidente Kennedy - Fortaleza - CE
21000.0;;;;1.0;1.0;;;29/06/2024;Direto com o dono;Casa
330000.0;;450.0;120.0;3.0;3.0;2.0;;29/06/2024;Profissional;Oportunidade Casa Duplex em Condomínio- Maraponga
484500.0;;;240.0;3.0;2.0;;;29/06/2024;Profissional;Casa Edson Queiroz 3Qts 2St, 360m² - Fortaleza/ CE
115000.0;;;580.0;3.0;3.0;2.0;;28/06/2024;Direto com o dono;Vendo casa semi acabada com uma linda vista da serra. 
185000.0;;;80.0;2.0;2.0;2.0;;28/06/2024;Direto com o dono;Casa Ancuri Itaitinga - Zero entrada e Zero documentação grátis
27000.0;;;;;;;;28/06/2024;Direto com o dono;Terreno 6x16
1200000.0;9748.0;;439.0;3.0;5.0;5.0;;28/06/2024;Profissional;Casa para aluguel ou venda possui 439 metros quadrados com 3 quartos em Papicu - Fortaleza
79000.0;300.0;;90.0;2.0;2.0;2.0;;28/06/2024;Profissional;Repasse de casa muito boa no bairro pedras, próximo ao supermercado ismael
300000.0;30.0;;94.0;3.0;3.0;3.0;;28/06/2024;Direto com o dono;Excelente casa duplex com 3 quartos sendo 2 suítes no Mondubim
0.0;;;;4.0;3.0;1.0;;28/06/2024;Direto com o dono;Casa Duplex
390000.0;;;;2.0;;;;28/06/2024;Direto com o dono;Vendo esse imóvel 
48000.0;300.0;;80.0;2.0;2.0;2.0;;28/06/2024;Profissional;Casa de repasse muito em conta no Ancurí ( pedras)  15min de messejana Fortaleza CE
60000000.0;;;;2.0;1.0;;;28/06/2024;Direto com o dono;Vendo casa no José de Alencar 
500000.0;;;160.0;4.0;3.0;5.0;;28/06/2024;Direto com o dono;Casa duplex com piscina
140000.0;;140000.0;17.0;2.0;1.0;;;28/06/2024;Direto com o dono;Casa 
204000.0;;;132.0;3.0;1.0;2.0;;28/06/2024;Direto com o dono;Vendo casa no Papicu 
50000.0;;;;1.0;1.0;5.0;;28/06/2024;Direto com o dono;Vende-se casa no mestre antonio
208767.0;;;165.0;3.0;2.0;3.0;;28/06/2024;Direto com o dono;Casa a venda no Antônio bezerra 
1590000.0;;600.0;248.0;4.0;5.0;4.0;;28/06/2024;Direto com o dono;Duplex Cidade Alpha, Terras 1. Com 248m2 e fino acabamento.
190000.0;1.0;;90.0;2.0;1.0;1.0;;28/06/2024;Direto com o dono;Casa a venda no boleto
100000.0;1000.0;;80.0;2.0;2.0;1.0;;28/06/2024;Direto com o dono;Casa no Castelão 
70.0;;;3.0;2.0;1.0;2.0;;28/06/2024;Direto com o dono;Casa a venda no bairro canidezinho 
10.0;;;;1.0;;;;28/06/2024;Direto com o dono;Factor 125 
220000.0;;;81.0;2.0;1.0;1.0;;28/06/2024;Profissional;Casa com 2 quartos no bairro Montese - Fortaleza/CE
350000.0;;;190.0;4.0;5.0;2.0;;28/06/2024;Direto com o dono;Casa de praia vista mar 
210000.0;;;90.0;2.0;2.0;2.0;;28/06/2024;Direto com o dono;Casa no boleto
950000.0;;;270.0;4.0;4.0;5.0;;28/06/2024;Profissional;Excelente Casa a Venda
340000.0;;;;5.0;3.0;1.0;;28/06/2024;Profissional;Vendo casa com 5 quartos no Centro próxima à Monsenhor Tabosa e Praia de Iracema 
80000.0;;;;2.0;1.0;;;28/06/2024;Direto com o dono;Veda de casa
322000.0;;;54.0;3.0;2.0;2.0;;28/06/2024;Profissional;CD 058, Residencial Clarice Lispector, Casa duplex com 03 Quartos e 02 Vagas Garagem.
1150000.0;;;330.0;3.0;3.0;2.0;;28/06/2024;Profissional;CD 025, Casa Triplex com 03 suítes, 06 vagas, moveis projetados, energia solar
490000.0;117.0;;118.0;4.0;3.0;3.0;;28/06/2024;Profissional;Imóvel para venda possui 118 metros quadrados com 4 quartos em Mondubim - Fortaleza - CE
975000.0;;1100.0;186.0;3.0;4.0;4.0;;28/06/2024;Profissional;CD 029, Condomínio Oliver Boulevard, Casa duplex, 03 suítes, 04 vagas, Jacuzzi
;200.0;;1052.0;5.0;5.0;5.0;;28/06/2024;Direto com o dono;VENDO TERRENO COM 3 CASAS E 2 CHALÉS 
680000.0;;;190.0;3.0;4.0;3.0;;28/06/2024;Profissional;Casa à venda no bairro São Bento - Fortaleza/CE
890000.0;;;47.0;3.0;3.0;3.0;;28/06/2024;Profissional;Casa 46,60m2 com 03 Quartos em Fortaleza á venda por 890.000,00
330000.0;;;218.0;5.0;5.0;2.0;;28/06/2024;Direto com o dono;CASA DUPLEX COM 4 SUITES NO JARDIM IRACEMA 2 VAGAS
450000.0;;;171.0;4.0;3.0;;;28/06/2024;Profissional;Casa com 4 dormitórios à venda, 171 m² por R$ 450.000,00 - Centro - Fortaleza/CE
350000.0;;;98.0;3.0;3.0;3.0;;28/06/2024;Profissional;Casa Plana Próximo ao Shopping Iguatemi no Bairro Salinas, 03 Suítes, 01 Reversível, 98m2,
515000.0;;;193.0;3.0;2.0;4.0;;28/06/2024;Profissional;Casa plana em RUA SEM SAÍDA no Lago Jacarey.
143000.0;60.0;;60.0;3.0;2.0;2.0;;28/06/2024;Profissional;Casa com 3 dormitórios à venda, 60 m² por R$ 143.000,00 - Pedras - Fortaleza/CE
1200000.0;2242.0;;245.0;4.0;4.0;5.0;;28/06/2024;Profissional;Deslumbrante casa duplex localizada no prestigiado bairro Luciano Cavalcante.
186000.0;;;153000.0;2.0;2.0;1.0;;28/06/2024;Direto com o dono;Casa cidade dos funcionários 2 quarto bem localizada 
749000.0;;;167.0;3.0;3.0;1.0;;28/06/2024;Profissional;Casa sítio a venda, no melhor do Presidente Vargas
295000.0;;;153.0;2.0;2.0;2.0;;28/06/2024;Direto com o dono;Casa no Conjunto Ceara  próximo av Central 
399900.0;;;;3.0;2.0;2.0;;28/06/2024;Profissional;Vendo Casa Plana na Melhor Localização da Maraponga 3 Quartos, 2 Banheiros, 2 Vagas. Por A
65000.0;300.0;;90.0;2.0;1.0;1.0;;28/06/2024;Profissional;repasse de casa em pedras 10mi de messejana fortaleza ce
226000.0;50.0;;70.0;3.0;3.0;2.0;;28/06/2024;Profissional;Lindo Duplex a venda na Messejana
320000.0;1.0;;108.0;3.0;1.0;4.0;;28/06/2024;Profissional;Casa com 3 dormitórios à venda, 107 m² por R$ 320.000,00 - Edson Queiroz - Fortaleza/CE
23000.0;;;;3.0;2.0;3.0;;28/06/2024;Direto com o dono;Imóvel a venda ?
55000.0;;;70.0;2.0;1.0;;;28/06/2024;Profissional;Vendo casa 2 quartos no Mondubim
500000.0;;;;5.0;;;;27/06/2024;Direto com o dono;Casa de praia ?
280000.0;;;300.0;3.0;2.0;5.0;;27/06/2024;Direto com o dono;Casa em Sítio Cajueirinho Cruz
180000.0;;;200.0;3.0;1.0;1.0;;27/06/2024;Direto com o dono;Casa para venda! 
35000.0;;;;1.0;1.0;;;27/06/2024;Direto com o dono;Casa duplex
245479.0;;;157.0;3.0;4.0;;;27/06/2024;Profissional;Casa Lagoa Redonda 264m² - Fortaleza/ CE
700000.0;;250.0;284.0;5.0;5.0;4.0;;27/06/2024;Profissional;Casa Duplex Praia Cofeco 5 suites 284m2 Sabiaguaba - Fortaleza - CE
380000.0;;;111.0;3.0;3.0;2.0;;27/06/2024;Profissional;CD 004, Maraponga, Casa duplex com 03 quartos, 03 banheiros, 02 vagas
1.0;500.0;;240.0;;2.0;4.0;;27/06/2024;Direto com o dono;Galpão com estrutura para casa
500000.0;;;;4.0;2.0;;;27/06/2024;Direto com o dono;casa
50000.0;;;90.0;2.0;1.0;1.0;;27/06/2024;Direto com o dono;Vendo casa quitada 
197890.0;;;110.0;2.0;2.0;2.0;;27/06/2024;Direto com o dono;Casa a venda no mondubim com 2 quartos
850000.0;;;200.0;5.0;5.0;3.0;;27/06/2024;Profissional;Casa na Cidade dos Funcionários  - Fortaleza / Ce
650000.0;950.0;;140.0;4.0;5.0;4.0;;27/06/2024;Profissional;Condominio San Paul - Parque Manibura
180000.0;;;;3.0;2.0;2.0;;27/06/2024;Direto com o dono;Casa a venda na Parangaba (Parcelo)
1250000.0;;;400.0;4.0;5.0;5.0;;27/06/2024;Profissional;Casa Duplex Solta - 400m² AC Lagoa Redonda
192378.0;;;140.0;3.0;2.0;2.0;;27/06/2024;Direto com o dono;Casa a venda Rodolfo Teófilo, 3 quartos, 2 banheiros 
580000.0;;750.0;121.0;3.0;4.0;2.0;;27/06/2024;Profissional;Condominio Casa Reale
190000.0;;;100.0;2.0;2.0;1.0;;27/06/2024;Direto com o dono;VENDO CASA NO JÓQUEI 
27000.0;;;;2.0;1.0;;;27/06/2024;Direto com o dono;Vendo casa
730.0;800.0;;181.0;1.0;3.0;2.0;;27/06/2024;Direto com o dono;Vendo uma casa no bairro da fatima
110000.0;;;120.0;3.0;1.0;1.0;;27/06/2024;Direto com o dono;Vendo casa 
499000.0;;560.0;118.0;4.0;3.0;3.0;;27/06/2024;Profissional;Linda casa duplex em Condomínio na Maraponga com 4 quartos
43000.0;;;89.0;1.0;1.0;;;27/06/2024;Direto com o dono;Vende sé UMA CASA BAIRRO MONDUBIM 
195890.0;;;110.0;2.0;2.0;2.0;;27/06/2024;Direto com o dono;Casa na parquelandia a venda
60000.0;;;60.0;2.0;1.0;1.0;;27/06/2024;Direto com o dono;CASA NO MONTESE FALTA SÓ ACABAMENTO 
650000.0;;;160.0;3.0;3.0;;;27/06/2024;Profissional;Linda casa plana 100% projetada, no bairro Maraponga
849900.0;147.0;;173.0;4.0;5.0;3.0;;27/06/2024;Profissional;Maraponga | Residencial Ouro Verde
185000.0;;211.0;54.0;2.0;2.0;1.0;;27/06/2024;Direto com o dono;Vendo Casa Duplex no Siqueira 
1349000.0;;1180.0;229.0;3.0;4.0;3.0;;27/06/2024;Profissional;Casa Carmel Bosque Duo, com 3 dormitórios à venda, 229 m² por R$ 1.349.000 - Sabiaguaba -
680000.0;;;140.0;4.0;4.0;2.0;;27/06/2024;Profissional;Excelente casa próximo a cidade 2.000.
570000.0;;;189.0;3.0;3.0;5.0;;27/06/2024;Profissional;Casa à venda no bairro Cidade dos Funcionários - Fortaleza/CE
420000.0;;;112.0;3.0;3.0;2.0;;27/06/2024;Profissional;Casa à venda no bairro Mondubim - Fortaleza/CE
1550000.0;;;280.0;4.0;5.0;2.0;;27/06/2024;Profissional;Lindíssima casa no condomínio Osvaldo Studart toda projetada com vista para área verde, Ap
1400000.0;;550.0;209.0;4.0;4.0;3.0;;27/06/2024;Profissional;Casa à venda no bairro Jardim Cearense - Fortaleza/CE
469000.0;;;183.0;4.0;3.0;4.0;;27/06/2024;Profissional;Casa à venda no bairro Itaperi - Fortaleza/CE
1700000.0;200.0;;260.0;4.0;4.0;4.0;;27/06/2024;Profissional;Linda Casa no Condomínio Osvaldo Student
1900000.0;;650.0;202.0;4.0;4.0;4.0;;27/06/2024;Profissional;Belíssima Casa Duplex Maraponga 4 Suítes e 4 vagas, Condomínio com Lazer completo, valor 1
203465.0;;;;3.0;2.0;;;27/06/2024;Direto com o dono;Casa a venda no Antônio bezerra 
2000000.0;;;400.0;4.0;5.0;5.0;;27/06/2024;Profissional;Casa com 4 dormitórios à venda, 400 m² Lago Jacarey - Fortaleza/CE
2300000.0;;;550.0;4.0;5.0;5.0;;27/06/2024;Profissional;Casa à venda, 550 m² por R$ 2.300.000,00 - Parquelândia - Fortaleza/CE
260000.0;;;175.0;2.0;1.0;2.0;;27/06/2024;Profissional;Vendo casa parque dois irmãos
460000.0;;;171.0;3.0;3.0;3.0;;27/06/2024;Profissional;Excelente Casa 232 m² toda reformada no Padre Andrade - Fortaleza - CE
2700000.0;;980.0;235.0;4.0;5.0;4.0;;27/06/2024;Profissional;Casa à venda, 235 m² por R$ 2.700.000,00 - Alphaville Fortaleza - Fortaleza/CE
2800000.0;400.0;;420.0;5.0;5.0;5.0;;27/06/2024;Profissional;Disponível para você. Uma residência em lote único de 638m | Semi mobiliada.
2900000.0;;;400.0;5.0;5.0;4.0;;27/06/2024;Profissional;Morar bem, com qualidade de vida e um excelente custo benefício? Que tal?
2950000.0;3500.0;;400.0;5.0;5.0;4.0;;27/06/2024;Profissional;Casa com 5 dormitórios à venda, 400 m² por R$ 2.950.000,00 - Alphaville Fortaleza - Fortal
3190000.0;400.0;;502.0;5.0;5.0;4.0;;27/06/2024;Profissional;OPORTUNIDADE! Semi-nova | Alphaville Fortaleza
3190000.0;4500.0;;450.0;4.0;5.0;5.0;;27/06/2024;Profissional;Oportunidade do ano! O Melhor custo benefício, pronta para morar no Alphaville Fortaleza
3300000.0;400.0;;350.0;4.0;5.0;4.0;;27/06/2024;Profissional;Residencia Clássica para venda e locação | Alphaville Fortaleza.
3490000.0;3500.0;;500.0;4.0;5.0;4.0;;27/06/2024;Profissional;Oportunidade x Custo Benefício, 04 Suítes, 03 com closet e hidro + piscina, Condomínio Alp
3490000.0;4500.0;;496.0;4.0;5.0;5.0;;27/06/2024;Profissional;Bela Casa Porteira fechada, com subsolo e uma área de lazer belíssima.
3490000.0;400.0;;369.0;4.0;5.0;4.0;;27/06/2024;Profissional;Belíssima residência de esquina, disponível para vocês
3500000.0;550.0;;350.0;4.0;5.0;;;27/06/2024;Profissional;Residência Jardim
3850000.0;4500.0;;365.0;4.0;5.0;4.0;;27/06/2024;Profissional;Casa Moderna Alphaville Fortaleza, projetada, pronta para morar com uma bela área de lazer
3890000.0;400.0;;416.0;5.0;5.0;4.0;;27/06/2024;Profissional;Nova, linda e pronta para ser sua!
3900000.0;2900.0;;380.0;5.0;5.0;4.0;;27/06/2024;Profissional;Casa Nova no Condomínio Alphaville Fortaleza
3900000.0;400.0;;425.0;5.0;5.0;4.0;;27/06/2024;Profissional;Casa nova no Alphaville Fortaleza
3900000.0;;1040.0;430.0;5.0;5.0;4.0;;27/06/2024;Profissional;Imagina a qualidade de vida que é morar nesse imóvel espetacular? Construído com muita pai
3900000.0;4700.0;;368.0;4.0;5.0;5.0;;27/06/2024;Profissional;Oportunidade | Casa Semi - Nova, terreno de 620 metros no Alphaville Fortaleza
3990000.0;400.0;;408.0;4.0;5.0;4.0;;27/06/2024;Profissional;Requinte, sofisticação e elegância ao seu dispor! Com uma fachada digna de aplausos, que t
3990000.0;;;480.0;5.0;5.0;4.0;;27/06/2024;Profissional;Oportunidade / Casa Nova 05 Suítes com móveis fixos e piscina privativa no Alphaville Fort
220000.0;125.0;;72.0;2.0;1.0;2.0;;27/06/2024;Direto com o dono;Casa plana novo Mondubim 
4200000.0;3000.0;;420.0;4.0;5.0;4.0;;27/06/2024;Profissional;Casa Alphaville Fortaleza 04 suítes, piscina privativa e porteira fechada.
4300000.0;4500.0;;460.0;5.0;5.0;4.0;;27/06/2024;Profissional;Nova e pronta para morar, há 05 minutos do beach Park e 15 minutos do Rio mar Papicu?
4300000.0;;1040.0;400.0;5.0;5.0;4.0;;27/06/2024;Profissional;Belíssimo projeto exclusivo, para você!
4300000.0;4500.0;;458.0;5.0;5.0;4.0;;27/06/2024;Profissional;Nova, linda e aconchegante no Alphaville Fortaleza? Projeto exclusivo.
4500000.0;;;580.0;5.0;5.0;4.0;;27/06/2024;Profissional;Belíssima Casa no Condomínio Alphaville Fortaleza com 05 suítes.
4500000.0;400.0;;430.0;4.0;5.0;5.0;;27/06/2024;Profissional;Linda casa à venda no Condomínio Alphaville Fortaleza.
4650000.0;4500.0;;501.0;5.0;5.0;4.0;;27/06/2024;Profissional;Casa nova, 05 suítes + escritório e planta inteligente no Alphaville Fortaleza
4990000.0;400.0;;510.0;5.0;5.0;4.0;;27/06/2024;Profissional;Oportunidade de Casa Porteira Fechada na parte mais alta do Alphaville Fortaleza
5000000.0;;1300.0;500.0;4.0;5.0;4.0;;27/06/2024;Profissional;Exclusividade, Mansão com 03 frentes no Alphaville Fortaleza.
5390000.0;;;480.0;5.0;5.0;;;27/06/2024;Profissional;Duplex a venda | Porteira fechada.
5300000.0;400.0;;470.0;5.0;5.0;4.0;;27/06/2024;Profissional;Volumetria e elegância a definem, uma bela casa de esquina para chamar de sua
5700000.0;400.0;;500.0;5.0;5.0;4.0;;27/06/2024;Profissional;Porteira Fechada, móveis assinados, Design exclusivo, 05 Suítes e muito mais que essa resi
5700000.0;6000.0;;983.0;5.0;5.0;;;27/06/2024;Profissional;Oportunidade | Casa em 02 lotes mobiliada com projeto exclusivo.
5900000.0;700.0;;650.0;5.0;5.0;5.0;;27/06/2024;Profissional;Mansão Alphaville Fortaleza
5300000.0;;;535.0;4.0;5.0;5.0;;27/06/2024;Profissional;Mansão em 02 lotes disponível para vocês!
